Ambulance:39|24,19|278,16,31,99;75,11,32,126;4,7,39,108;7,8,42,156|24,19
Ambulance:39|24,19|156,1,18,149|24,19
Ambulance:37|24,19|52,41,28,164;154,41,36,122;217,43,37,89;15,45,35,109|50,53
Ambulance:37|50,53|269,59,53,130|50,53
Ambulance:37|50,53|135,72,58,147;143,78,62,153|82,74
Ambulance:18|19,81|132,37,74,89;22,39,68,78;263,38,60,99;78,47,56,79|50,53
Ambulance:18|50,53|221,72,40,134|80,20
Ambulance:16|19,81|11,9,82,136;136,11,86,92;247,10,93,71;142,18,90,92|19,81
Ambulance:16|19,81|79,21,84,128;37,24,84,77|19,81
Ambulance:16|19,81|84,54,82,153;177,51,75,148|50,53
Ambulance:26|19,81|73,18,59,129;298,22,62,101;96,27,70,115;129,27,78,139|19,81
Ambulance:26|19,81|16,9,86,147;141,8,94,136;97,3,91,136;65,6,84,142|19,81
Ambulance:19|19,81|173,13,74,74;54,13,67,74;133,15,67,156;102,15,69,76|19,81
Ambulance:19|19,81|203,13,73,138;170,12,72,121;23,11,66,159;55,15,66,135|19,81
Ambulance:21|19,81|92,29,77,137;248,28,77,95;38,28,71,102;6,24,71,111|19,81
Ambulance:21|19,81|77,9,98,167;90,13,99,133;280,21,95,125;76,25,90,159|19,81
Ambulance:25|19,81|32,29,96,130;270,35,99,123;94,29,99,82;159,27,100,99|19,81
Ambulance:25|19,81|199,22,83,158;63,26,98,167;299,37,96,155;174,37,96,164|19,81
Ambulance:23|19,81|235,8,89,102;258,4,89,150;194,3,83,90;118,5,78,92|19,81
Ambulance:23|19,81|216,17,51,165;234,15,34,146|24,19
Ambulance:17|19,81|196,42,81,72;244,48,84,98;212,48,84,136;66,49,73,93|50,53
Ambulance:17|50,53|208,53,32,126|50,53
Ambulance:6|80,20|227,77,14,82;53,75,7,158;300,66,4,111;83,73,4,73|80,20
Ambulance:6|80,20|99,93,13,117;28,90,12,118;103,80,11,140|80,20
Ambulance:10|80,20|157,80,20,77|80,20
Ambulance:10|80,20|250,80,53,130;179,65,65,124;56,65,66,105;224,82,70,96|82,74
Ambulance:10|82,74|59,88,52,166|82,74
Ambulance:14|80,20|182,91,51,116;191,89,55,134;273,91,57,143;61,91,71,91|82,74
Ambulance:14|82,74|176,70,74,157;40,58,73,162;231,75,69,156|82,74
Ambulance:12|80,20|121,74,59,110;42,74,64,82;195,74,67,96|82,74
Ambulance:12|82,74|192,88,91,168;74,90,98,164;127,98,98,168;88,91,100,165|82,74
Ambulance:9|80,20|71,79,27,149;265,79,29,157;272,77,42,135;185,80,42,75|80,20
Ambulance:9|80,20|49,77,2,142;29,71,2,131;215,67,10,130;295,65,11,140|80,20
Ambulance:7|80,20|18,51,17,89;67,45,18,110;262,44,17,71;202,37,17,99|24,19
Ambulance:7|24,19|254,24,20,96|24,19
Ambulance:7|24,19|138,14,23,136;9,2,23,152;210,7,21,152|24,19
Ambulance:13|80,20|134,94,17,96;292,96,2,96;160,100,7,133;162,95,12,96|80,20
Ambulance:13|80,20|98,86,14,161;130,88,8,155;286,91,11,167;219,100,14,164|80,20
Ambulance:11|80,20|111,74,45,95;266,72,45,89;255,70,48,102;140,65,52,124|50,53
Ambulance:11|50,53|25,33,51,167;281,34,43,133|50,53
Ambulance:15|80,20|166,82,22,90;95,87,22,97;293,88,19,83;89,88,17,74|80,20
Ambulance:15|80,20|153,52,9,144;60,47,7,154;257,49,11,134;48,32,15,154|24,19
